id_0,id,atm_group,address,address_rus,lat,long,target,federal_district,region_with_type,area_with_type,city_with_type,city_area,city_district_with_type,capital_marker,settlement_with_type,street_with_type,house,nearest_metro_distance,metro_station_name_1,metro_line_name_1,metro_distance_1,metro_station_name_2,metro_line_name_2,metro_distance_2,metro_station_name_3,metro_line_name_3,metro_distance_3,locality_area,locality_population
1372,25.0,496.5,KIROVA 44                 UZHUR       ,"улица Кирова, 44, Ужур, Красноярский край, Россия",55.319059,89.839919,-0.105946480714253,Сибирский,Красноярский край,Ужурский р-н,г Ужур,,,1.0,,ул Кирова,44,,,,,,,,,,,25.405277,15333.0
1373,26.0,496.5,"ARBAT,1                   MOSCOW      ","улица Арбат, 1, Москва, Россия, 119019",55.751812,37.599292,-0.145001231474755,Центральный,г Москва,,г Москва,Центральный,р-н Арбат,0.0,,ул Арбат,1,0.1,Арбатская,Филёвская,0.1,Арбатская,Арбатско-Покровская,0.3,Александровский сад,Филёвская,0.6,2562.617022,12678079.0
3875,28.0,496.5,DOSTOEVSKOGO 80           KAZAN       ,"улица Достоевского, 80, Казань, Республика Татарстан, Россия, 420097",55.786885,49.160124,-0.101912830494331,Приволжский,Респ Татарстан,,г Казань,,Вахитовский р-н,2.0,,ул Достоевского,80,1.6,Суконная слобода,Центральная,1.6,Площадь Тукая,Центральная,2.4,Аметьево,Центральная,2.4,635.900158,1257391.0
116,29.0,496.5,LENINA 32                 YUKHNOV     ,"улица Ленина, 32, Юхнов, Калужская область, Россия, 249910",54.740854,35.225583,-0.050898436991619,Центральный,Калужская обл,Юхновский р-н,г Юхнов,,,1.0,,ул Ленина,32,,,,,,,,,,,9.171508,5838.0
2611,30.0,496.5,SHKOLNAYA 4               TULOMA      ,"Школьная улица, 4, село Тулома, сельское поселение Тулома, Кольский район, Мурманская область, Россия, 184362",68.818756,32.690403,-0.0898951648876469,Северо-Западный,Мурманская обл,Кольский р-н,,,,0.0,село Тулома,ул Школьная,4,,,,,,,,,,,183562.746293,753557.0
3876,31.0,496.5,STUDENCHESKAYA 14         KISELEVSK   ,"Студенческая улица, 14, Киселёвск, Кемеровская область, Россия, 652718",54.004157,86.706325,-0.115792747978816,Сибирский,Кемеровская область - Кузбасс,,г Киселевск,,,0.0,,ул Студенческая,14,,,,,,,,,,,187.288491,86573.0
2612,32.0,496.5,STROITELEY 40             ULAN-UDE    ,"проспект Строителей, 40, Улан-Удэ, Республика Бурятия, Россия, 670042",51.809602,107.646181,-0.0288717857848664,Дальневосточный,Респ Бурятия,,г Улан-Удэ,,Октябрьский р-н,2.0,,пр-кт Строителей,40,,,,,,,,,,,366.331365,439128.0
5147,34.0,1022.0,ABB 1 CHUJKOVA            KAZAN       ,"улица Маршала Чуйкова, 1, Казань, Республика Татарстан, Россия, 420094",55.836312,49.103566,-0.0473886955804335,Приволжский,Респ Татарстан,,г Казань,,Ново-Савиновский р-н,2.0,,ул Маршала Чуйкова,1,1.5,Северный вокзал,Центральная,1.5,Яшьлек (Юность),Центральная,1.6,Козья слобода,Центральная,2.1,635.900158,1257391.0
5013,36.0,32.0,"KOMSOMOLSKAYA, 76      TOLYATTI       ","Комсомольская улица, 76, Тольятти, Самарская область, Россия, 445009",53.519311,49.416485,0.133349169296476,Приволжский,Самарская обл,,г Тольятти,,Центральный р-н,0.0,,ул Комсомольская,76,,,,,,,,,,,285.636733,699429.0
4,37.0,32.0,"GVARDEYSKAYA PL., 2    NORILSK        ","Гвардейская площадь, 2, Норильск, Красноярский край, Россия, 663302",69.343541,88.211228,0.0792773520096629,Сибирский,Красноярский край,,г Норильск,,,0.0,,Гвардейская пл,2,,,,,,,,,,,4511.953383,181830.0
3760,39.0,32.0,"SHKOLNAYA, 16          NORILSK        ","Школьная улица, 16, Норильск, Красноярский край, Россия, 663340",69.350498,87.755207,0.187148423451116,Сибирский,Красноярский край,,г Норильск,,р-н Кайеркан,0.0,,ул Школьная,16,,,,,,,,,,,4511.953383,181830.0
5014,40.0,32.0,"TALNAKHSKAYA, 56       NORILSK        ","Талнахская улица, 56, Норильск, Красноярский край, Россия, 663318",69.356626,88.205551,0.173271808610795,Сибирский,Красноярский край,,г Норильск,,Центральный р-н,0.0,,ул Талнахская,56,,,,,,,,,,,4511.953383,181830.0
5015,41.0,32.0,"MOSKOVSKAYA, 2         KYZYL          ","Московская улица, 2, Кызыл, Республика Тыва, Россия, 667010",51.705247,94.40575,0.154532814877082,Сибирский,Респ Тыва,,г Кызыл,,,2.0,,ул Московская,2,,,,,,,,,,,210.100888,119438.0
2508,43.0,32.0,"MIKHAILA POPOVICHA, 4A VOLOGDA        ","улица Михаила Поповича, 12, Вологда, Россия, 160010",59.243606,39.83739,0.109191863615686,Северо-Западный,Вологодская обл,,г Вологда,,,2.0,,ул Михаила Поповича,12,,,,,,,,,,,113.942137,310302.0
1254,44.0,32.0,"GUBAREVICHA, 5         ELISTRA        ","улица Губаревича, 5, Элиста, Республика Калмыкия, Россия, 358000",46.307687,44.272795,0.139542793665258,Южный,Респ Калмыкия,,г Элиста,,,2.0,,ул им Губаревича,5,,,,,,,,,,,53.37692,103122.0
1255,45.0,32.0,"KUBANSKAYA, 23, 2      ASTRAKHAN      ","Кубанская улица, 23к2, Астрахань, Россия, 414057",46.32687,48.039745,0.0965890678166445,Южный,Астраханская обл,,г Астрахань,,,2.0,,ул Кубанская,23,,,,,,,,,,,208.0799,529793.0
5016,48.0,32.0,"SOLNECHNAYA, 18.3      KRASNODAR      ","Солнечная улица, 18/3, Краснодар, Россия",45.071466,39.0044,0.152797460248523,Южный,Краснодарский край,,г Краснодар,,,2.0,,ул Солнечная,18/3,,,,,,,,,,,240.724128,932629.0
5017,50.0,32.0,"VERESHCHAGINA, 45      CHEREPOVETS    ","улица Верещагина, 45, Череповец, Вологодская область, Россия, 162606",59.128135,37.915463,0.151225729758703,Северо-Западный,Вологодская обл,,г Череповец,,,0.0,,ул Верещагина,45,,,,,,,,,,,135.301998,314834.0
3877,52.0,496.5,LENINA 141                TOMSK       ,"проспект Ленина, 141, Томск, Россия, 634009",56.49454,84.94861,-0.118738364149807,Сибирский,Томская обл,,г Томск,,,2.0,,пр-кт Ленина,141,,,,,,,,,,,168.145948,576624.0
3878,53.0,496.5,"50 LET OKTYABRYA,16       PETROPAVLOVS","проспект 50 лет Октября, 16, Петропавловск-Камчатский, Камчатский край, Россия, 683024",53.056366,158.63646,0.0071866264648658,Дальневосточный,Камчатский край,,г Петропавловск-Камчатский,,,2.0,,пр-кт 50 лет Октября,16,,,,,,,,,,,362.374024,179586.0
2613,54.0,496.5,RIBNIKOV 1                UMBA        ,"поселок городского типа Умба, городское поселение Умба, Терский район, Мурманская область, Россия",66.684759,34.344174,-0.111583613038224,Северо-Западный,Мурманская обл,Терский р-н,,,,1.0,пгт Умба,ул Кирова,,,,,,,,,,,,183562.746293,753557.0
1374,55.0,496.5,PERVOMAYSKAYA 59A         KANDALAKSHA ,"Первомайская улица, 59А, Кандалакша, городское поселение Кандалакша, Мурманская область, Россия, 184042",67.153015,32.414943,-0.101442443502253,Северо-Западный,Мурманская обл,Кандалакшский р-н,г Кандалакша,,,1.0,,ул Первомайская,59,,,,,,,,,,,21.708893,30379.0
1375,57.0,496.5,TSENTRALNAYA 9B           SVETLOLOBOVO,"Центральная улица, 9, село Светлолобово, Новосёловский район, Красноярский край, Россия",55.0907185,90.8519863,-0.0800818402124782,Сибирский,Красноярский край,Новоселовский р-н,,,,0.0,с Светлолобово,ул Центральная,9,,,,,,,,,,,2.853669,927.0
2614,59.0,496.5,KRASNOGVARDEYSKAYA 75/1   SPASSK DALNI,"Красногвардейская улица, 75/1, Спасск-Дальний, Приморский край, Россия, 692238",44.576938,132.826623,-0.0295444188673066,Дальневосточный,Приморский край,,г Спасск-Дальний,,,0.0,,ул Красногвардейская,75/1,,,,,,,,,,,44.324431,39765.0
117,61.0,496.5,DZERZHINSKOGO 82/2        VELSK       ,"улица Дзержинского, 82, Вельск, Архангельская область, Россия, 165150",61.069724,42.112419,-0.069485196898084,Северо-Западный,Архангельская обл,Вельский р-н,г Вельск,,,1.0,,ул Дзержинского,82,,,,,,,,,,,0.0,22328.0
118,62.0,496.5,LENINA 2                  USMAN       ,"улица Ленина, 2, Усмань, Липецкая область, Россия",52.038882,39.73668,-0.0560772655674922,Центральный,Липецкая обл,Усманский р-н,г Усмань,,,1.0,,ул Ленина,2,,,,,,,,,,,11.76348,19625.0
2615,64.0,496.5,DZERZHINSKOGO 32          YAKUTSK     ,"улица Дзержинского, 32, Якутск, Республика Саха (Якутия), Россия, 677009",62.045883,129.741026,-0.0170205853646332,Дальневосточный,Респ Саха /Якутия/,,г Якутск,,,2.0,,ул Дзержинского,32,,,,,,,,,,,144.141162,322987.0
5128,65.0,496.5,KRASNOARMEYSKAYA 102      KYZYL       ,"Красноармейская улица, 102, Кызыл, Республика Тыва, Россия, 667000",51.716977,94.439535,0.0179476397601973,Сибирский,Респ Тыва,,г Кызыл,,,2.0,,ул Красноармейская,102,,,,,,,,,,,210.100888,119438.0
2616,66.0,496.5,INTERNATSIONALNAYA 76     KALININGRAD ,"Интернациональная улица, 76, Калининград, Россия, 236044",54.66891,20.510272,-0.142520614744373,Северо-Западный,Калининградская обл,,г Калининград,,Московский р-н,2.0,,ул Интернациональная,76,,,,,,,,,,,0.0,489359.0
2617,67.0,496.5,OKTYABRSKAYA 20           KLINTSI     ,"Октябрьская улица, 20, Клинцы, Брянская область, Россия, 243140",52.749148,32.237607,-0.0722508966931076,Центральный,Брянская обл,,г Клинцы,,,0.0,,ул Октябрьская,20,,,,,,,,,,,31.428492,62992.0
119,68.0,496.5,VOROSHILOVA 6/24          KRASNIY SULI,"улица Ворошилова, 6, Красный Сулин, Ростовская область, Россия",47.894769,40.057549,-0.0662641044561293,Южный,Ростовская обл,Красносулинский р-н,г Красный Сулин,,,1.0,,ул Металлургов,17,,,,,,,,,,,92.395604,37627.0
5129,69.0,496.5,KOLOMEYTSEVA 13A          YASHKUL     ,"улица Коломейцева, 13, поселок Яшкуль, Яшкульский район, Республика Калмыкия, Россия, 359150",46.171941,45.352265,-0.0313454874829662,Южный,Респ Калмыкия,Яшкульский р-н,,,,1.0,поселок Яшкуль,ул Коломейцева,13,,,,,,,,,,,72104.779759,271135.0
2618,70.0,496.5,ZEMLYANOY VAL 29/1        MOSCOW      ,"улица Земляной Вал, 29с1, Москва, Россия",55.757085,37.661356,-0.0666485102464103,Центральный,г Москва,,г Москва,Центральный,,0.0,,ул Земляной Вал,29,0.1,Курская,Калужско-Нижегородский,0.1,Курская,Курско-Рижский,0.1,Курская,Кольцевая,0.2,2562.617022,12678079.0
3879,71.0,496.5,AZINA 55A                 SARAPUL     ,"улица Азина, 55, Сарапул, Удмуртская Республика, Россия, 427974",56.467394,53.806983,-0.0687390909149746,Приволжский,Удмуртская Респ,,г Сарапул,,,0.0,,ул Азина,55,,,,,,,,,,,75.59791,95355.0
120,72.0,496.5,MIRA 11A                  LAKINSK     ,"улица Мира, 11А, Лакинск, Собинский район, Владимирская область, Россия, 601241",56.022348,39.979908,-0.0633030024752921,Центральный,Владимирская обл,Собинский р-н,г Лакинск,,,0.0,,ул Мира,11а,,,,,,,,,,,9.61687,14088.0
1376,73.0,496.5,FRUNZE 2A                 SUKPAK      ,"село Сукпак, Кызылский кожуун, Республика Тыва, Россия",51.645375,94.264373,0.0304689035144139,Сибирский,Респ Тыва,Кызылский р-н,,,,0.0,село Сукпак,,,,,,,,,,,,,168596.19575,321722.0
121,75.0,496.5,SOVETSKAYA 82             STARONIZHEST,"Советская улица, 82, станица Старонижестеблиевская, Красноармейский район, Краснодарский край, Россия",45.377812,38.438713,0.0891053493398533,Южный,Краснодарский край,Красноармейский р-н,,,,0.0,ст-ца Старонижестеблиевская,ул Советская,82,,,,,,,,,,,14.898353,10260.0
122,76.0,496.5,PSKOVSKAYA 2              VOLOGDA     ,"Псковская улица, 2, Вологда, Россия, 160034",59.201007,39.829368,-0.0882078468766762,Северо-Западный,Вологодская обл,,г Вологда,,,2.0,,ул Псковская,2,,,,,,,,,,,113.942137,310302.0
3880,77.0,496.5,LENINA 35                 NOVOZIBKOV  ,"улица Ленина, 35, Новозыбков, Брянская область, Россия, 243020",52.534543,31.94119,-0.0690883399283735,Центральный,Брянская обл,,г Новозыбков,,,0.0,,ул Ленина,35,,,,,,,,,,,38.963258,39510.0
2619,78.0,496.5,KRASNAYA 112              VEL. USTUG  ,"Красная улица, 112, Великий Устюг, Вологодская область, Россия, 162390",60.759095,46.306895,-0.0620400053633821,Северо-Западный,Вологодская обл,Великоустюгский р-н,г Великий Устюг,,,1.0,,ул Красная,112а,,,,,,,,,,,,
5130,79.0,496.5,DZERZHINSKOGO 57          KINTSY      ,"улица Дзержинского, 57, Клинцы, Брянская область, Россия, 243140",52.752844,32.247372,-0.0154044290993901,Центральный,Брянская обл,,г Клинцы,,,0.0,,ул Дзержинского,57,,,,,,,,,,,31.428492,62992.0
123,80.0,496.5,BRYANSKAYA 67A            TRUBCHEVSK  ,"Брянская улица, 67А, Трубчевск, Брянская область, Россия, 242220",52.580391,33.766477,-0.114897273437024,Центральный,Брянская обл,Трубчевский р-н,г Трубчевск,,,1.0,,ул Брянская,67а,,,,,,,,,,,15.055335,13613.0
3881,81.0,496.5,VOROBIEVSKAYA 16A         SERGIEV POSA,"городок Сергиев Посад-6, Сергиево-Посадский район, Московская область, Россия",56.252627,38.115437,0.0248854529068815,,,,,,,,,,,,,,,,,,,,,,
2620,82.0,496.5,LENINA 21                 BALASHIKHA  ,"проспект Ленина, 21, Балашиха, Московская область, Россия, 143900",55.797483,37.935917,-0.047536990588607,Центральный,Московская обл,,г Балашиха,,,0.0,,пр-кт Ленина,21,,,,,,,,,,,100.963501,507366.0
1377,83.0,496.5,KIROVA 28                 YARANSK     ,"улица Кирова, 26, Яранск, Кировская область, Россия, 612260",57.30435,47.884669,0.0185238750810188,Приволжский,Кировская обл,Яранский р-н,г Яранск,,,1.0,,ул Кирова,26,,,,,,,,,,,11.913623,15475.0
124,84.0,496.5,KRUPSKOY 15               ZAKAMENSK   ,"улица Крупской, 15, Закаменск, Республика Бурятия, Россия, 671950",50.375026,103.285462,0.0101635648872072,Дальневосточный,Респ Бурятия,Закаменский р-н,г Закаменск,,,1.0,,ул Заречная 1-я,6,,,,,,,,,,,11.708358,11204.0
3882,85.0,496.5,SADOVAYA 13               MARYANOVKA  ,"Садовая улица, 13, посёлок городского типа Марьяновка, Марьяновский район, Омская область, Россия, 646040",54.965285,72.639651,-0.145001231474755,Сибирский,Омская обл,Марьяновский р-н,,,,1.0,рп Марьяновка,ул Садовая,13,,,,,,,,,,,141256.050588,1926665.0
3883,86.0,496.5,MOSKOVSKAYA 14            PETUSHKI    ,"Московская улица, 14, Петушки, Владимирская область, Россия",55.933327,39.454915,-0.0236394608296985,Центральный,Владимирская обл,Петушинский р-н,г Петушки,,,1.0,,ул Московская,14,,,,,,,,,,,12.897818,12536.0
2621,87.0,496.5,KONEVA 14A                VOLOGDA     ,"улица Маршала Конева, 14А, Вологда, Россия",59.189647,39.901512,-0.116435560127062,Северо-Западный,Вологодская обл,,г Вологда,,,2.0,,ул Маршала Конева,14а,,,,,,,,,,,113.942137,310302.0
125,89.0,496.5,VOLODARSKOGO 1            TARUSA      ,"улица Володарского, 1, Таруса, Калужская область, Россия",54.727084,37.181081,-0.133333245098047,Центральный,Калужская обл,Тарусский р-н,г Таруса,,,0.0,,ул Луначарского,12А,,,,,,,,,,,15.446934,9181.0
5131,91.0,496.5,PERVOMAYSKAYA 4           FEDOROVSKAYA,"Первомайская улица, 1, станица Фёдоровская, Абинский район, Краснодарский край, Россия, 353315",45.079136,38.464468,0.0543352558914627,Южный,Краснодарский край,Абинский р-н,,,,0.0,ст-ца Федоровская,ул Первомайская,1,,,,,,,,,,,5.957337,2081.0
126,93.0,496.5,ASTRAKHANSKAYA 189A       TAMBOV      ,"Астраханская улица, 189А, Тамбов, Россия, 392005",52.675552,41.465308,-0.0778446091413019,Центральный,Тамбовская обл,,г Тамбов,,,2.0,,ул Астраханская,189А,,,,,,,,,,,0.0,292140.0
3884,96.0,496.5,"70 LET OKTYABRYA, 19      OMSK        ","улица 70 лет Октября, 19, Омск, Россия, 644074",54.980885,73.321491,0.0062561472695739,Сибирский,Омская обл,,г Омск,,Кировский округ,2.0,,ул 70 лет Октября,19,,,,,,,,,,,0.0,1154507.0
2622,97.0,496.5,LENINA 78                 BELORECHENSK,"улица Ленина, 78, Белореченск, Краснодарский край, Россия, 352630",44.764501,39.868876,-0.0879684361781098,Южный,Краснодарский край,Белореченский р-н,г Белореченск,,,1.0,,ул Ленина,78,,,,,,,,,,,30.068904,51590.0
5132,98.0,496.5,GORKOGO 122               VOLOGDA     ,"улица Горького, 122, Вологда, Россия, 160014",59.221569,39.912516,-0.0092350777250595,Северо-Западный,Вологодская обл,,г Вологда,,,2.0,,ул Горького,122,,,,,,,,,,,113.942137,310302.0
1378,100.0,496.5,"MOSKOVSKIY PR-T,49        BRYANSK     ","Московский проспект, 49, Брянск, Россия",53.215116,34.423181,-0.101786416792531,Центральный,Брянская обл,,г Брянск,,Фокинский р-н,2.0,,Московский пр-кт,49,,,,,,,,,,,147.007913,402675.0
127,101.0,496.5,LENINGRADSKAYA 58         KHABAROVSK  ,"Ленинградская улица, 58, Хабаровск, Россия, 680021",48.496609,135.07277,-0.0895346682408569,Дальневосточный,Хабаровский край,,г Хабаровск,,,2.0,,ул Ленинградская,58,,,,,,,,,,,389.085968,616372.0
2623,102.0,496.5,KALININA 10               BIROBIDZHAN ,"улица Калинина, 10, Биробиджан, Еврейская автономная область, Россия, 679016",48.792888,132.934501,-0.0529402210093511,Дальневосточный,Еврейская Аобл,,г Биробиджан,,,2.0,,ул Калинина,10,,,,,,,,,,,169.368556,71843.0
1379,104.0,496.5,MINAEVA 15                ULYANOVSK   ,"улица Минаева, 15, Ульяновск, Россия, 432000",54.308198,48.392029,0.0080987312659693,Приволжский,Ульяновская обл,,г Ульяновск,,Ленинский р-н,2.0,,ул Минаева,15,,,,,,,,,,,326.723424,627705.0
128,106.0,496.5,LEKONTA 1/1               OMSK        ,"улица Леконта, 1к1, Омск, Россия, 644020",54.9396246,73.3860003,-0.145001231474755,Сибирский,Омская обл,,г Омск,,,2.0,,ул Леконта,1/1,,,,,,,,,,,0.0,1154507.0
3885,107.0,496.5,SURIKOVA 8                BALAKHTA    ,"улица Сурикова, 8, поселок городского типа Балахта, Балахтинский район, Красноярский край, Россия",55.377567,91.611136,-0.0705554286560662,Сибирский,Красноярский край,Балахтинский р-н,,,,1.0,пгт Балахта,ул Сурикова,8,,,,,,,,,,,17.211215,6458.0
1380,110.0,496.5,MIRA 12-1                 NAZAROVO    ,"улица Мира, 12, Назарово, Красноярский край, Россия, 662202",56.006859,90.402318,-0.0292467204913044,Сибирский,Красноярский край,,г Назарово,,,0.0,,ул Мира,12,,,,,,,,,,,86.425641,49748.0
1381,112.0,496.5,LENINA 95A                IVANOVKA    ,"улица Ленина, 95, село Ивановка, Ивановский район, Амурская область, Россия, 676930",50.364162,127.998897,0.0401523798670273,Дальневосточный,Амурская обл,Ивановский р-н,,,,1.0,село Ивановка,ул Ленина,95,,,,,,,,,,,362552.743103,790044.0
1382,113.0,496.5,LENINA 30                 ELIZOVO     ,"улица Ленина, 30, Елизово, Камчатский край, Россия, 684000",53.192161,158.384079,-0.0839984740775577,Дальневосточный,Камчатский край,Елизовский р-н,г Елизово,,,1.0,,ул Ленина,30,,,,,,,,,,,77.812389,39345.0
2624,114.0,496.5,KALININGRADSKAYA 14       POLESSK     ,"Калининградская улица, 14, Полесск, Калининградская область, Россия, 238630",54.860508,21.107714,-0.025101401200333,Северо-Западный,Калининградская обл,Полесский р-н,г Полесск,,,1.0,,ул Калининградская,14,,,,,,,,,,,11.254403,6887.0
3886,115.0,496.5,LENINA 31                 CHADAN      ,"улица Ленина, 30, Чадан, Дзун-Хемчикский кожуун, Республика Тыва, Россия",51.281301,91.571062,0.0061397193074199,Сибирский,Респ Тыва,Дзун-Хемчикский р-н,г Чадан,,,1.0,,ул Ленина,23,,,,,,,,,,,0.0,9351.0
1383,117.0,496.5,"SOVETSKIY SEVER, 45       KOLPASHEVO  ","улица Советский Север, 45, Колпашево, Томская область, Россия, 636460",58.312131,82.89472,-0.0262728002435054,Сибирский,Томская обл,Колпашевский р-н,г Колпашево,,,1.0,,ул Советский Север,45,,,,,,,,,,,37.943546,22920.0
129,119.0,496.5,"IGNATIEVSKOE AVE,17       BLAGOVESHENS","Игнатьевское шоссе, городской округ Благовещенск, Амурская область, Россия",50.3121751,127.4915405,-0.0307396181924076,Дальневосточный,Амурская обл,,г Благовещенск,,,2.0,,ш Игнатьевское,,,,,,,,,,,,315.162399,226385.0
2625,120.0,496.5,LENINA 5                  SERISHEVO   ,"улица Ленина, 5, посёлок городского типа Серышево, Серышевский район, Амурская область, Россия",51.096564,128.379863,0.0118295455132102,Дальневосточный,Амурская обл,Серышевский р-н,,,,1.0,пгт Серышево,ул Ленина,7,,,,,,,,,,,362552.743103,790044.0
130,121.0,496.5,TAEZHNAYA 32              KAA-KHEM    ,"Таёжная улица, посёлок городского типа Каа-Хем, Кызылский кожуун, Республика Тыва, Россия",51.693519,94.559263,0.0113389673822672,Сибирский,Респ Тыва,Кызылский р-н,,,,1.0,пгт Каа-Хем,ул Баумана,40,,,,,,,,,,,168596.19575,321722.0
1388,122.0,1022.0,ABB 12 PUSHKINA           KAZAN       ,"улица Пушкина, 12, Казань, Республика Татарстан, Россия, 420111",55.789036,49.124838,-0.14219042423916,Приволжский,Респ Татарстан,,г Казань,,Вахитовский р-н,2.0,,ул Пушкина,12,0.3,Площадь Тукая,Центральная,0.3,Кремлевская,Центральная,1.4,Суконная слобода,Центральная,1.7,635.900158,1257391.0
1384,123.0,496.5,SOVETSKAYA 83A            DEBESII     ,"Советская улица, 83, рабочий посёлок Сазоново, Чагодощенский район, Вологодская область, Россия, 162430",59.096194,35.224407,-0.0912387553362556,Северо-Западный,Вологодская обл,Чагодощенский р-н,,,,0.0,рп Сазоново,ул Советская,83,,,,,,,,,,,145650.664404,1160445.0
3887,124.0,496.5,BUTINA 2                  CHITA       ,"улица Бутина, 2, Чита, Забайкальский край, Россия, 672000",52.028372,113.495084,-0.050651904999343,Дальневосточный,Забайкальский край,,г Чита,,,2.0,,ул Бутина,2,,,,,,,,,,,96.656108,351784.0
2626,125.0,496.5,KOCHETOVA 1               KIZIL       ,"улица Кочетова, 1, Кызыл, Республика Тыва, Россия, 667000",51.720358,94.453666,-0.0444745498905754,Сибирский,Респ Тыва,,г Кызыл,,,2.0,,ул Кочетова,1,,,,,,,,,,,210.100888,119438.0
131,126.0,496.5,KRASNOARMEYSKAYA 137      KIZIL       ,"Красноармейская улица, 137, Кызыл, Республика Тыва, Россия",51.716229,94.440685,0.0333146101124605,Сибирский,Респ Тыва,,г Кызыл,,,2.0,,ул Красноармейская,137,,,,,,,,,,,210.100888,119438.0
